symbol,area,owning_interface,task,occurrences,files,note
SDL_GAMEPAD_AXIS_RIGHTY,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,2,2,gamepad
SDL_GAMEPAD_AXIS_RIGHT_TRIGGER,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,2,2,gamepad
SDL_GAMEPAD_BUTTON_LABEL_A,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,2,2,gamepad
SDL_GAMEPAD_BUTTON_LABEL_B,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,2,2,gamepad
SDL_GAMEPAD_BUTTON_LABEL_CIRCLE,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,2,2,gamepad
SDL_GAMEPAD_BUTTON_LABEL_CROSS,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,2,2,gamepad
SDL_GAMEPAD_BUTTON_LABEL_SQUARE,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,2,2,gamepad
SDL_GAMEPAD_BUTTON_LABEL_TRIANGLE,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,2,2,gamepad
SDL_GAMEPAD_BUTTON_LABEL_X,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,2,2,gamepad
SDL_GAMEPAD_BUTTON_LABEL_Y,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,2,2,gamepad
SDL_GAMEPAD_TYPE_NINTENDO_SWITCH_PRO,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,2,2,gamepad
SDL_GAMEPAD_TYPE_PS4,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,2,2,gamepad
SDL_GAMEPAD_TYPE_PS5,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,2,2,gamepad
SDL_GAMEPAD_TYPE_XBOX360,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,2,2,gamepad
SDL_GAMEPAD_TYPE_XBOXONE,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,2,2,gamepad
SDL_GetHapticFeatures,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,2,1,haptics
SDL_GetHapticName,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,2,1,haptics
SDL_GetHapticNameForID,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,2,2,haptics
SDL_GetJoystickType,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,2,1,joystick
SDL_GetKeyFromName,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,2,2,keyboard/text input
SDL_GetKeyName,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,2,2,keyboard/text input
SDL_GetKeyboards,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,2,1,keyboard/text input
SDL_GetMice,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,2,1,mouse/cursor
SDL_GetNumGamepadTouchpadFingers,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,2,1,gamepad
SDL_GetRelativeMouseState,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,2,1,mouse/cursor
SDL_GetSensorData,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,2,1,sensors
SDL_GetSensorNameForID,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,2,2,sensors
SDL_GetSensorTypeForID,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,2,1,sensors
SDL_GetTouchDevices,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,2,1,touch
SDL_HAPTIC_CONSTANT,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,2,1,haptics
SDL_HAPTIC_POLAR,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,2,1,haptics
SDL_HAT_CENTERED,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,2,2,joystick hat
SDL_HAT_DOWN,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,2,2,joystick hat
SDL_HAT_LEFT,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,2,2,joystick hat
SDL_HAT_LEFTDOWN,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,2,2,joystick hat
SDL_HAT_LEFTUP,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,2,2,joystick hat
SDL_HAT_RIGHT,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,2,2,joystick hat
SDL_HAT_RIGHTUP,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,2,2,joystick hat
SDL_HAT_UP,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,2,2,joystick hat
SDL_HapticDirection,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,2,1,haptics
SDL_JOYSTICK_CONNECTION_WIRED,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,2,2,joystick
SDL_JOYSTICK_CONNECTION_WIRELESS,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,2,2,joystick
SDL_JOYSTICK_TYPE_THROTTLE,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,2,2,joystick
SDL_JoystickType,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,2,2,joystick
SDL_KMOD_CAPS,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,2,2,keyboard mapping
SDL_KMOD_LSHIFT,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,2,1,keyboard mapping
SDL_KMOD_MODE,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,2,2,keyboard mapping
SDL_KMOD_NUM,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,2,2,keyboard mapping
SDL_KMOD_SCROLL,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,2,2,keyboard mapping
SDL_KMOD_SHIFT,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,2,1,keyboard mapping
SDL_KeyboardID,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,2,1,keyboard/text input
SDL_Keymod,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,2,2,keyboard mapping
SDL_MouseID,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,2,1,mouse/cursor
SDL_OpenHapticFromJoystick,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,2,1,haptics
SDL_OpenSensor,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,2,1,sensors
SDL_PlayHapticRumble,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,2,1,haptics
SDL_RunHapticEffect,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,2,1,haptics
SDL_SCANCODE_A,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,2,1,scancode
SDL_SCANCODE_COUNT,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,2,2,scancode
SDL_SENSOR_ACCEL_L,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,2,1,sensors
SDL_SENSOR_ACCEL_R,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,2,1,sensors
SDL_SENSOR_GYRO_L,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,2,1,sensors
SDL_SENSOR_GYRO_R,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,2,1,sensors
SDL_SENSOR_UNKNOWN,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,2,1,sensors
SDL_SYSTEM_CURSOR_DEFAULT,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,2,1,cursor/sensor constant
SDL_SetJoystickVirtualAxis,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,2,1,joystick
SDL_StopHapticEffects,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,2,1,haptics
SDL_TEXTINPUT_TYPE_NUMBER,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,2,2,text input constant
SDL_TEXTINPUT_TYPE_NUMBER_PASSWORD_HIDDEN,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,2,2,text input constant
SDL_TEXTINPUT_TYPE_NUMBER_PASSWORD_VISIBLE,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,2,2,text input constant
SDL_TEXTINPUT_TYPE_TEXT_EMAIL,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,2,2,text input constant
SDL_TEXTINPUT_TYPE_TEXT_NAME,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,2,2,text input constant
SDL_TEXTINPUT_TYPE_TEXT_PASSWORD_HIDDEN,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,2,2,text input constant
SDL_TEXTINPUT_TYPE_TEXT_PASSWORD_VISIBLE,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,2,2,text input constant
SDL_TEXTINPUT_TYPE_TEXT_USERNAME,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,2,2,text input constant
SDL_TextInputType,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,2,2,keyboard/text input
SDL_TouchID,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,2,1,touch
SDL_AttachVirtualJoystick,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,joystick
SDL_BUTTON_LMASK,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,mouse button
SDL_BUTTON_MMASK,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,mouse button
SDL_BUTTON_RMASK,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,mouse button
SDL_BUTTON_X1MASK,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,mouse button
SDL_BUTTON_X2MASK,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,mouse button
SDL_CaptureMouse,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,mouse/cursor
SDL_CloseGamepad,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,gamepad
SDL_CreateColorCursor,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,mouse/cursor
SDL_CreateSystemCursor,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,mouse/cursor
SDL_GAMEPAD_BUTTON_LABEL_UNKNOWN,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,gamepad
SDL_GAMEPAD_TYPE_GAMECUBE,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,gamepad
SDL_GAMEPAD_TYPE_NINTENDO_SWITCH_JOYCON_LEFT,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,gamepad
SDL_GAMEPAD_TYPE_NINTENDO_SWITCH_JOYCON_PAIR,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,gamepad
SDL_GAMEPAD_TYPE_NINTENDO_SWITCH_JOYCON_RIGHT,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,gamepad
SDL_GAMEPAD_TYPE_PS3,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,gamepad
SDL_GAMEPAD_TYPE_STANDARD,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,gamepad
SDL_GAMEPAD_TYPE_UNKNOWN,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,gamepad
SDL_GamepadButtonLabel,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,gamepad
SDL_GamepadHasAxis,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,gamepad
SDL_GamepadHasButton,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,gamepad
SDL_GamepadSensorEnabled,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,gamepad
SDL_GamepadType,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,gamepad
SDL_GetGamepadAxis,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,gamepad
SDL_GetGamepadButton,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,gamepad
SDL_GetGamepadButtonLabel,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,gamepad
SDL_GetGamepadConnectionState,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,gamepad
SDL_GetGamepadFirmwareVersion,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,gamepad
SDL_GetGamepadJoystick,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,gamepad
SDL_GetGamepadName,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,gamepad
SDL_GetGamepadNameForID,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,gamepad
SDL_GetGamepadPath,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,gamepad
SDL_GetGamepadPlayerIndex,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,gamepad
SDL_GetGamepadPowerInfo,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,gamepad
SDL_GetGamepadProduct,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,gamepad
SDL_GetGamepadSensorData,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,gamepad
SDL_GetGamepadSerial,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,gamepad
SDL_GetGamepadSteamHandle,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,gamepad
SDL_GetGamepadTouchpadFinger,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,gamepad
SDL_GetGamepadType,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,gamepad
SDL_GetGamepadVendor,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,gamepad
SDL_GetGlobalMouseState,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,mouse/cursor
SDL_GetHapticEffectStatus,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,haptics
SDL_GetHapticID,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,haptics
SDL_GetJoystickAxis,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,joystick
SDL_GetJoystickBall,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,joystick
SDL_GetJoystickButton,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,joystick
SDL_GetJoystickFromID,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,joystick
SDL_GetJoystickGUID,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,joystick
SDL_GetJoystickHat,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,joystick
SDL_GetJoystickName,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,joystick
SDL_GetJoystickNameForID,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,joystick
SDL_GetJoystickPowerInfo,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,joystick
SDL_GetKeyboardNameForID,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,keyboard/text input
SDL_GetKeyboardState,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,keyboard/text input
SDL_GetMaxHapticEffects,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,input device API
SDL_GetMaxHapticEffectsPlaying,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,input device API
SDL_GetModState,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,keyboard/text input
SDL_GetMouseFocus,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,mouse/cursor
SDL_GetMouseNameForID,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,mouse/cursor
SDL_GetMouseState,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,mouse/cursor
SDL_GetNumHapticAxes,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,haptics
SDL_GetNumJoystickAxes,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,input device API
SDL_GetNumJoystickBalls,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,input device API
SDL_GetNumJoystickButtons,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,input device API
SDL_GetNumJoystickHats,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,input device API
SDL_GetScancodeFromName,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,keyboard/text input
SDL_GetScancodeName,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,keyboard/text input
SDL_GetTouchDeviceName,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,touch
SDL_HAPTIC_CARTESIAN,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,haptics
SDL_HAPTIC_CUSTOM,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,haptics
SDL_HAPTIC_DAMPER,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,haptics
SDL_HAPTIC_FRICTION,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,haptics
SDL_HAPTIC_INERTIA,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,haptics
SDL_HAPTIC_RAMP,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,haptics
SDL_HAPTIC_SAWTOOTHDOWN,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,haptics
SDL_HAPTIC_SAWTOOTHUP,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,haptics
SDL_HAPTIC_SINE,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,haptics
SDL_HAPTIC_SPHERICAL,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,haptics
SDL_HAPTIC_SPRING,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,haptics
SDL_HAPTIC_SQUARE,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,haptics
SDL_HAPTIC_STEERING_AXIS,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,haptics
SDL_HAPTIC_TRIANGLE,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,haptics
SDL_HapticCondition,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,haptics
SDL_HapticConstant,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,haptics
SDL_HapticCustom,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,haptics
SDL_HapticEffectSupported,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,haptics
SDL_HapticPeriodic,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,haptics
SDL_HapticRamp,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,haptics
SDL_HasKeyboard,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,keyboard/text input
SDL_HideCursor,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,mouse/cursor
SDL_IsJoystickHaptic,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,input device API
SDL_IsMouseHaptic,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,input device API
SDL_JOYSTICK_CONNECTION_UNKNOWN,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,joystick
SDL_JoystickConnectionState,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,joystick
SDL_KMOD_ALT,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,keyboard mapping
SDL_KMOD_CTRL,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,keyboard mapping
SDL_KMOD_GUI,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,keyboard mapping
SDL_KMOD_LALT,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,keyboard mapping
SDL_KMOD_LCTRL,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,keyboard mapping
SDL_KMOD_LGUI,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,keyboard mapping
SDL_KMOD_RALT,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,keyboard mapping
SDL_KMOD_RCTRL,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,keyboard mapping
SDL_KMOD_RGUI,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,keyboard mapping
SDL_KMOD_RSHIFT,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,keyboard mapping
SDL_MOUSEWHEEL_FLIPPED,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,mouse wheel direction
SDL_MOUSEWHEEL_NORMAL,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,mouse wheel direction
SDL_MouseButtonFlags,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,mouse/cursor
SDL_OpenGamepad,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,gamepad
SDL_OpenHapticFromMouse,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,haptics
SDL_PauseHaptic,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,haptics
SDL_ResumeHaptic,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,haptics
SDL_RumbleGamepad,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,gamepad
SDL_RumbleGamepadTriggers,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,gamepad
SDL_SCANCODE_CUT,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,scancode
SDL_SCANCODE_KP_5,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,scancode
SDL_SCANCODE_LSHIFT,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,scancode
SDL_SCANCODE_MEDIA_EJECT,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,scancode
SDL_SCANCODE_RGUI,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,scancode
SDL_SCANCODE_SLEEP,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,scancode
SDL_SCANCODE_W,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,scancode
SDL_SYSTEM_CURSOR_CROSSHAIR,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,cursor/sensor constant
SDL_SYSTEM_CURSOR_EW_RESIZE,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,cursor/sensor constant
SDL_SYSTEM_CURSOR_MOVE,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,cursor/sensor constant
SDL_SYSTEM_CURSOR_NESW_RESIZE,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,cursor/sensor constant
SDL_SYSTEM_CURSOR_NOT_ALLOWED,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,cursor/sensor constant
SDL_SYSTEM_CURSOR_NS_RESIZE,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,cursor/sensor constant
SDL_SYSTEM_CURSOR_NWSE_RESIZE,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,cursor/sensor constant
SDL_SYSTEM_CURSOR_POINTER,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,cursor/sensor constant
SDL_SYSTEM_CURSOR_PROGRESS,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,cursor/sensor constant
SDL_SYSTEM_CURSOR_TEXT,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,cursor/sensor constant
SDL_SYSTEM_CURSOR_WAIT,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,cursor/sensor constant
SDL_ScreenKeyboardShown,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,keyboard/text input
SDL_SetCursor,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,mouse/cursor
SDL_SetGamepadLED,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,gamepad
SDL_SetGamepadPlayerIndex,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,gamepad
SDL_SetGamepadSensorEnabled,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,gamepad
SDL_SetHapticAutocenter,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,haptics
SDL_SetHapticGain,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,haptics
SDL_SetJoystickVirtualButton,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,joystick
SDL_SetJoystickVirtualHat,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,joystick
SDL_SetTextInputArea,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,keyboard/text input
SDL_ShowCursor,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,mouse/cursor
SDL_StartTextInput,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,keyboard/text input
SDL_StartTextInputWithProperties,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,keyboard/text input
SDL_StopHapticEffect,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,haptics
SDL_StopTextInput,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,keyboard/text input
SDL_SystemCursor,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,mouse/cursor
SDL_TextInputActive,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,keyboard/text input
SDL_UpdateHapticEffect,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,haptics
SDL_UpdateJoysticks,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,joystick
SDL_VirtualJoystickDesc,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,joystick
SDL_WarpMouseGlobal,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,mouse/cursor
SDL_WarpMouseInWindow,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,mouse/cursor
SDL_gamepad,input,CNA/Platform/Input/*,PLAT-24/PLAT-77..90,1,1,SDL header include
SDL_Init,lifecycle,IPlatform::Initialize/Shutdown,PLAT-29,98,68,subsystem lifecycle
SDL_INIT_VIDEO,lifecycle,IPlatform::Initialize/Shutdown,PLAT-29,77,47,init flag
SDL_Quit,lifecycle,IPlatform::Initialize/Shutdown,PLAT-29,64,36,subsystem lifecycle
SDL_QuitSubSystem,lifecycle,IPlatform::Initialize/Shutdown,PLAT-29,27,12,subsystem lifecycle
SDL_InitSubSystem,lifecycle,IPlatform::Initialize/Shutdown,PLAT-29,24,12,subsystem lifecycle
SDL_INIT_AUDIO,lifecycle,IPlatform::Initialize/Shutdown,PLAT-29,23,7,init flag
SDL_WasInit,lifecycle,IPlatform::Initialize/Shutdown,PLAT-29,13,9,subsystem lifecycle
SDL_VIDEODRIVER,lifecycle,IPlatform::Initialize/Shutdown,PLAT-29,4,3,video driver selection env var; becomes platform configuration
SDL_init,lifecycle,IPlatform::Initialize/Shutdown,PLAT-29,4,4,SDL header include
SDL_InitFlags,lifecycle,IPlatform::Initialize/Shutdown,PLAT-29,3,2,subsystem lifecycle
